word,Actual_Polarity,Calc_Polarity,NegativeSimilarity,NeutralSimilarity,PositiveSimilarity
outstand,1,1,0.0867778852051,0.258517646143,0.654704468652
disgust,-1,-1,0.990539527762,0.00655989479127,0.00290057744696
lighting,0,0,0.0192449001903,0.706251759331,0.274503340478
substandard,-1,-1,0.985359465485,0.0102921681475,0.00434836636731
worthlessly,-1,0,0.163400520137,0.562022667492,0.274576812371
calumniously,-1,0,0.163400520137,0.562022667492,0.274576812371
devious,-1,-1,0.920554351513,0.00530715510453,0.0741384933825
meatloaf,0,0,1.0004521964e-05,0.996840656627,0.00314933885063
hazelnut,0,0,6.70019852126e-06,0.997381736361,0.00261156344082
horrendously,-1,-1,0.994002382197,0.00272047173604,0.00327714606689
light,0,0,0.0576808441589,0.625403759116,0.316915396725
bother,-1,-1,0.94896110498,0.028491810497,0.0225470845225
belligerently,-1,-1,0.987793275722,0.00152873939594,0.0106779848817
marzipan,0,0,0.000332413458143,0.979746134245,0.0199214522965
practical,1,1,0.0176767271596,0.19759559387,0.78472767897
winningest,1,1,0.0107853815612,0.0861752451346,0.903039373304
extensive,1,1,0.00361795605454,0.0986234324939,0.897758611452
wheat,0,0,0.00196887144603,0.993543563666,0.004487564888
cobweb,0,0,0.157202307537,0.779907673842,0.0628900186203
basil,0,0,1.14275508068e-05,0.996276984064,0.00371158838557
squab,0,0,0.000473666660331,0.975279992922,0.0242463404177
altruistic,1,1,0.0656790228163,0.00864551827199,0.925675458912
smutty,-1,-1,0.9630182494,0.01122573453,0.0257560160698
ribbon,0,0,0.00257183784952,0.936742009264,0.060686152886
grubby,-1,-1,0.964837341458,0.0214357806725,0.0137268778695
teapot,0,0,0.00526666745552,0.969464758182,0.0252685743627
train,1,0,0.0631157505286,0.558170293285,0.378713956187
insupportably,-1,0,0.163400520137,0.562022667492,0.274576812371
celery,0,0,3.51518122976e-06,0.998397773939,0.00159871087983
monstrously,-1,-1,0.91289731291,0.0224813550181,0.0646213320716
aggressive,-1,-1,0.571400364191,0.0358214076396,0.392778228169
entertain,1,1,0.0286631774526,0.0793208541322,0.892015968415
disgust,-1,-1,0.990539527762,0.00655989479127,0.00290057744696
price,0,0,0.0396656321927,0.829437997615,0.130896370192
kickass,-1,1,0.0207735137883,0.0890545419536,0.890171944258
pan,0,0,0.00472750868349,0.951778956109,0.0434935352077
revere,1,1,0.00935608563729,0.00890853656235,0.9817353778
indecently,-1,1,0.467428356412,0.0327881916192,0.499783451969
accomodative,1,1,0.208909799791,0.129228756364,0.661861443844
repressive,-1,-1,0.968203489748,0.00510984095682,0.0266866692954
illogic,-1,-1,0.981626668531,0.00704979430845,0.0113235371603
torpidity,-1,-1,0.660800315505,0.157363445974,0.181836238521
ridiculous,-1,-1,0.983579875388,0.00534313882412,0.0110769857879
sicken,-1,-1,0.963010578154,0.0229291907227,0.0140602311229
transcendent,1,1,0.000672071703256,0.00242891130271,0.996899016994
acrid,-1,-1,0.80730262787,0.154522934384,0.038174437746
grumpily,-1,-1,0.981860326728,0.0108114817511,0.00732819152062
enchant,1,1,6.98670218426e-05,0.00279133817656,0.997138794802
enchantingly,1,1,0.00720142638097,0.047533450593,0.945265123026
saute,0,0,2.7469644215e-05,0.994221169306,0.00575136105012
cognac,0,0,0.000348328534525,0.979179749779,0.0204719216866
appalling,-1,-1,0.993500548742,0.000860215250812,0.00563923600733
insult,-1,-1,0.996515156538,0.00237910095827,0.00110574250363
appropriate,1,1,0.111839080648,0.125834573146,0.762326346206
walnut,0,0,6.80562563901e-06,0.997185727718,0.00280746665632
apprehensively,-1,-1,0.462794577464,0.141498548103,0.395706874433
handsomely,1,1,0.00540012306544,0.0119970110879,0.982602865847
peppy,1,1,0.00329105010603,0.00903536013874,0.987673589755
derogatory,-1,-1,0.991204020777,0.00666066431534,0.00213531490778
kiwi,0,0,0.00451299936068,0.952213162196,0.0432738384431
scornfully,-1,-1,0.992912431738,0.00186071111521,0.00522685714702
gelatin,0,0,6.70642674224e-05,0.99116709392,0.0087658418121
rotten,-1,-1,0.937629533919,0.054264615529,0.00810585055183
harshly,-1,-1,0.99171746534,0.00164029490607,0.00664223975407
roll,0,0,0.026187496876,0.636299279724,0.3375132234
abrupt,-1,-1,0.865608444227,0.0386620732513,0.0957294825219
talented,1,1,0.00010690306205,0.00342783782254,0.996465259115
huge,0,1,0.0299292548781,0.267670674134,0.702400070988
heavenly,1,1,0.00292707740348,0.0779039285846,0.919168994012
rapture,1,1,0.12485722352,0.0354821396754,0.839660636805
regrettable,-1,-1,0.926245580443,0.00745872410111,0.0662956954559
meal,0,0,0.000101350702307,0.988723374337,0.0111752749604
mess,-1,-1,0.967363944159,0.0295028248374,0.00313323100404
clam,0,0,0.00445879171823,0.986699855174,0.00884135310754
slowwww,-1,0,0.163400520137,0.562022667492,0.274576812371
request,0,0,0.03272601319,0.67163237764,0.29564160917
thankful,1,1,0.00466193165991,0.0298374327523,0.965500635588
delectation,1,1,0.0567314946613,0.167182826817,0.776085678522
awesomely,1,1,0.0396854360771,0.0470877214916,0.913226842431
beauty,1,1,0.00431257600905,0.17080077264,0.824886651351
majestic,1,1,0.00142079136772,0.00843547235244,0.99014373628
exquisite,1,1,0.00013734531235,0.0149094889525,0.984953165735
entire,0,-1,0.420505480829,0.345975835177,0.233518683995
hartshorn,0,0,0.163400520137,0.562022667492,0.274576812371
valiant,1,1,0.049779546263,0.00654062221139,0.943679831526
magnificent,1,1,1.76486826158e-05,0.00281200533898,0.997170345978
ration,0,0,0.0696967943027,0.89253546065,0.0377677450473
seedy,-1,-1,0.918067204132,0.0547083031398,0.0272244927285
guava,0,0,1.87833181316e-05,0.995281929829,0.00469928685328
joyfully,1,1,0.00787793156906,0.0121179305711,0.98000413786
marinara,0,0,1.28344923121e-05,0.996336190724,0.00365097478366
disastrously,-1,-1,0.988709847646,0.00482772955382,0.00646242279977
overcharge,-1,-1,0.910625455452,0.0709564477155,0.0184180968321
disgraceful,-1,-1,0.998396651782,0.000479257683481,0.00112409053459
atrocious,-1,-1,0.970069244718,0.0012058848372,0.0287248704447
maliciously,-1,-1,0.988855473007,0.00535400044929,0.00579052654352
sloooow,-1,-1,0.458676395556,0.268869225789,0.272454378655
uncivil,-1,-1,0.998269115979,0.000416252029365,0.00131463199135
burger,0,0,3.56320866309e-06,0.998290066565,0.00170637022593
spirited,1,1,0.00464489413607,0.006099306941,0.989255798923
tremendous,1,1,0.00160572865302,0.0205952438999,0.977799027447
nauseate,-1,-1,0.932084172329,0.0270374630025,0.0408783646685
trashy,-1,-1,0.956328271176,0.0205848930784,0.0230868357455
spurious,-1,-1,0.969484329296,0.0218733155323,0.00864235517152
servant,0,1,0.148971916023,0.211415318016,0.639612765961
compliment,1,1,0.00955518700365,0.061570722413,0.928874090583
malevolently,-1,-1,0.962964946432,0.0159497280819,0.0210853254861
regrettably,-1,-1,0.901869083215,0.0338177946823,0.0643131221022
"high_quality",1,0,0.163400520137,0.562022667492,0.274576812371
macaroon,0,0,0.00130555369357,0.990747284987,0.00794716131907
bitch,-1,-1,0.945337082859,0.0479169699494,0.00674594719163
blissful,1,1,0.00436063276472,0.00960478331154,0.986034583924
unusable,-1,-1,0.950153503665,0.0383969389978,0.011449557337
abundant,1,1,0.00759108826242,0.0818373008121,0.910571610925
wholesome,1,1,0.00427095486179,0.0490145482019,0.946714496936
hall,0,0,0.0666307252581,0.845453929469,0.0879153452726
complacent,-1,-1,0.971545105321,0.00518293615669,0.023271958522
delivery,0,0,0.0378889070549,0.661966452372,0.300144640573
passivity,-1,-1,0.98455430118,0.00451675234679,0.0109289464736
harmful,-1,-1,0.971206923581,0.0129292391604,0.015863837259
delectable,1,1,0.000608960912258,0.16559281963,0.833798219458
valiantly,1,1,0.100510808189,0.0173247504734,0.882164441338
section,0,0,0.250276665466,0.697769888126,0.0519534464084
confusing,-1,-1,0.979896423111,0.0119228212081,0.00818075568115
talent,1,1,0.00487582659654,0.0824168421033,0.9127073313
enthusiastically,1,1,0.00567108586088,0.0180238017874,0.976305112352
smugly,-1,-1,0.859860349892,0.0125113332048,0.127628316903
glad,1,1,0.01227989337,0.0756394499382,0.912080656692
pickle,0,0,0.01571908603,0.971612969866,0.0126679441041
ladyfinger,0,0,0.0015976726629,0.988276239368,0.0101260879689
grandioso,1,0,0.163400520137,0.562022667492,0.274576812371
pomegranate,0,0,5.3355017653e-05,0.991913138977,0.00803350600508
corner,0,0,0.162428689458,0.643201942223,0.194369368319
merit,1,1,0.200630028408,0.25017082445,0.549199147142
stupidly,-1,-1,0.982233122815,0.00662929289537,0.0111375842894
basic,0,1,0.0647864125601,0.364116083666,0.571097503774
disrespectfully,-1,-1,0.993213038897,0.00438879487922,0.00239816622403
caviar,0,0,3.45800075524e-05,0.993607652888,0.00635776710488
poor,-1,-1,0.993247148559,0.00444051759158,0.00231233384986
lemon,0,0,0.00201401774724,0.990279424397,0.00770655785545
"ill-favored",-1,0,0.163400520137,0.562022667492,0.274576812371
option,0,0,0.0540055959248,0.681462140917,0.264532263158
cabernet,0,0,0.000516412306532,0.973885248681,0.0255983390121
legume,0,0,0.00125695678861,0.987221646508,0.0115213967035
acceptable,1,1,0.437806933092,0.0626219370471,0.499571129861
virtuously,1,1,0.103793325613,0.0791984644525,0.817008209935
curry,0,0,1.09859318081e-05,0.997250800394,0.00273821367401
trust,1,-1,0.485073424083,0.2248845457,0.290042030217
snob,0,-1,0.37058773408,0.320143990231,0.309268275689
caper,0,0,0.196397378106,0.68303784743,0.120564774464
hoodwink,-1,-1,0.970659505389,0.00938619263056,0.0199543019809
grit,0,1,0.0443639436937,0.214970859175,0.740665197132
subpar,-1,-1,0.948120993533,0.00641282401029,0.0454661824569
damn,-1,-1,0.750840602132,0.0893159578072,0.159843440061
rile,-1,-1,0.974372052475,0.00892793330348,0.0167000142215
wrap,0,0,0.0386029906117,0.743451893953,0.217945115435
caraway,0,0,0.000267615551025,0.981571076305,0.0181613081436
order,0,0,0.0879462555182,0.763952507508,0.148101236974
frustrate,-1,-1,0.95536805895,0.00442247607232,0.0402094649781
imaginative,1,1,0.00207991060491,0.00813467271902,0.989785416676
ineloquently,-1,0,0.163400520137,0.562022667492,0.274576812371
fuss,-1,-1,0.527466672875,0.16491894562,0.307614381505
stupidity,-1,-1,0.993903068323,0.00324172357498,0.00285520810168
pastry,0,0,1.61783151181e-06,0.998666870946,0.00133151122249
overpay,0,-1,0.60669991931,0.187917984247,0.205382096443
wedding,0,0,0.00323369289399,0.894616298458,0.102150008648
festive,1,1,0.00555000757026,0.409730220399,0.584719772031
terrace,0,0,0.00283436002279,0.912329000777,0.0848366391999
agave,0,0,3.53297483396e-05,0.993440562828,0.00652410742401
riveting,1,1,0.016151466943,0.00452463458839,0.979323898469
alarm,-1,-1,0.695679500789,0.254806604548,0.0495138946629
scene,0,0,0.0532711757377,0.575505172431,0.371223651831
inhospitable,-1,-1,0.826716594534,0.0110452422035,0.162238163263
unhappiness,-1,-1,0.97957446006,0.00664155369878,0.0137839862417
flower,0,0,0.000963739359417,0.964275291572,0.0347609690689
nark,1,-1,0.812519334529,0.162063868683,0.0254167967886
enjoyable,1,1,8.07720207943e-06,0.00215742985657,0.997834492941
toffee,0,0,0.000166789239247,0.98598351689,0.0138496938705
skewer,0,0,0.105410861658,0.767538170549,0.127050967793
wondrous,1,1,0.000594897693361,0.00446821773899,0.994936884568
gourmet,1,0,0.000119068693431,0.951930525616,0.047950405691
worry,-1,-1,0.876481436648,0.0813559190958,0.0421626442564
haddock,0,0,1.65601188564e-05,0.996139701366,0.00384373851557
bemuse,-1,1,0.433224800587,0.0260112217725,0.540763977641
"ill-natured",-1,0,0.163400520137,0.562022667492,0.274576812371
caffe,0,0,0.00139775867965,0.956350144579,0.0422520967413
inedible,-1,0,0.415020715627,0.569955910292,0.0150233740818
fry,0,0,0.0106898034528,0.980707506151,0.00860269039613
adverse,-1,-1,0.820354363897,0.081533137236,0.0981124988672
appetizer,0,0,4.49432022635e-05,0.992662436532,0.00729262026556
tender,1,1,0.00674803675249,0.312154242435,0.681097720813
sickly,-1,-1,0.939932163654,0.032332061982,0.0277357743635
pear,0,0,5.55313044776e-06,0.997476850754,0.00251759611539
betray,-1,-1,0.95763600222,0.0102483334945,0.032115664285
atmoshere,0,0,0.163400520137,0.562022667492,0.274576812371
affectionate,1,1,0.00282611202157,0.00317422032326,0.993999667655
annoy,-1,-1,0.988127114261,0.00496450167865,0.00690838406031
succotash,0,0,0.000488170275855,0.975088008089,0.0244238216352
tinny,-1,-1,0.811067106211,0.116699877175,0.0722330166142
deplore,-1,-1,0.989535969152,0.00395842401189,0.00650560683631
cantaloupe,0,0,4.78488393391e-06,0.99799255259,0.00200266252629
