word,Actual_Polarity,Calc_Polarity,NegativeSimilarity,NeutralSimilarity,PositiveSimilarity
outstand,1,1,0.0900600137437,0.0226871421828,0.0150751697069
disgust,-1,-1,0.0874415264398,0.158682473871,0.044713082123
lighting,0,0,0.0620130725583,0.046314665059,0.0874981143935
substandard,-1,-1,0.165772588166,0.419399785523,0.0896099917164
worthlessly,-1,0,0.0655107279463,0.0403988108032,0.0758617550117
calumniously,-1,0,0.0655107279463,0.0403988108032,0.0758617550117
devious,-1,-1,0.0738042642407,0.169451226805,0.056139650147
meatloaf,0,0,0.0521996115316,0.036437267615,0.165710597624
hazelnut,0,0,0.0564108042578,0.031360521,0.126663330321
horrendously,-1,-1,0.069222234367,0.187987985226,0.0577226890012
light,0,-1,0.0982331649281,0.0999512930112,0.0986428530963
bother,-1,-1,0.139281060723,0.205279458286,0.068292281166
belligerently,-1,-1,0.0621673181469,0.156925148032,0.0447335662797
marzipan,0,0,0.0409643695492,0.0280436938217,0.136700415077
practical,1,1,0.179966942758,0.0879642338095,0.0953038045192
winningest,1,1,0.0867392137438,0.0278651480784,0.0280893294139
extensive,1,1,0.305035534619,0.0635191270232,0.043013672113
wheat,0,0,0.0533994889991,0.0719907171601,0.132141302944
cobweb,0,0,0.0331763707252,0.0856258837648,0.117744086507
basil,0,0,0.0439287910112,0.0300934060144,0.141190941944
squab,0,0,0.0560693441539,0.0286548209112,0.15317646985
altruistic,1,1,0.179210383086,0.179086380507,0.0787589525011
smutty,-1,-1,0.108070293818,0.17404447462,0.0628204190432
ribbon,0,0,0.0299288354127,-0.0244504851294,0.0850560760547
grubby,-1,-1,0.0822102028513,0.172617085067,0.0775119596242
teapot,0,0,0.0221818596782,0.0350846268408,0.0923946663599
train,1,0,0.0323758939829,0.0322972021855,0.109684481288
insupportably,-1,0,0.0655107279463,0.0403988108032,0.0758617550117
celery,0,0,0.0444231445567,0.0338792308664,0.140850224293
monstrously,-1,-1,0.060067307522,0.0896151869312,0.0499678201083
aggressive,-1,-1,0.167143767939,0.177748458842,0.0483460434375
entertain,1,1,0.112798193247,0.0323941805177,0.0471135674429
disgust,-1,-1,0.0901010439821,0.157604904134,0.0445118493338
