word,Actual_Polarity,Calc_Polarity,NegativeSimilarity,NeutralSimilarity,PositiveSimilarity
outstand,1,1,0.177062374444,0.218735679032,0.604201946525
disgust,-1,-1,0.968031200886,0.0147865637422,0.0171822353719
lighting,0,0,0.0817747519139,0.671579268442,0.246645979644
substandard,-1,-1,0.995371380378,0.00306889248517,0.00155972713683
worthlessly,-1,0,0.301341195718,0.467690020624,0.230968783658
calumniously,-1,0,0.301341195718,0.467690020624,0.230968783658
devious,-1,-1,0.94732868285,0.00422555604571,0.0484457611044
meatloaf,0,0,6.8971700338e-06,0.997313523933,0.00267957889735
hazelnut,0,0,5.19545147339e-06,0.997530892879,0.00246391166917
horrendously,-1,-1,0.948610616636,0.0109908514085,0.0403985319558
light,0,0,0.0538794120727,0.719988753337,0.22613183459
bother,-1,-1,0.978910580002,0.00882724197508,0.0122621780228
belligerently,-1,-1,0.990145285818,0.00106721531649,0.00878749886541
marzipan,0,0,0.00155227992833,0.983803276982,0.0146444430896
practical,1,1,0.00342721115808,0.129271814184,0.867300974657
winningest,1,1,0.0216962108461,0.0917990804056,0.886504708748
extensive,1,1,0.00151708548766,0.134372688778,0.864110225734
wheat,0,0,0.00119282873562,0.993961325292,0.00484584597203
cobweb,0,0,0.258751745496,0.683870655746,0.0573775987584
basil,0,0,3.57945135804e-06,0.997929910073,0.00206651047573
squab,0,0,0.00179564748037,0.980310172287,0.0178941802321
altruistic,1,1,0.211173633568,0.00959767057045,0.779228695861
smutty,-1,-1,0.970423246262,0.00653979567022,0.0230369580682
ribbon,0,0,0.00496498240382,0.938469512712,0.056565504884
grubby,-1,-1,0.97723665669,0.0107857802083,0.0119775631017
teapot,0,0,0.0127888888863,0.967061932888,0.020149178226
train,1,0,0.0232219486476,0.52526595209,0.451512099262
insupportably,-1,0,0.301341195718,0.467690020624,0.230968783658
celery,0,0,3.82251834402e-06,0.997883560588,0.00211261689401
monstrously,-1,-1,0.940593634055,0.0160984773907,0.0433078885544
aggressive,-1,-1,0.920309107746,0.0111619883495,0.0685289039041
entertain,1,1,0.00581821160991,0.0580576011833,0.936124187207
disgust,-1,-1,0.968031200886,0.0147865637422,0.0171822353719
price,0,0,0.069628518527,0.825543066757,0.104828414716
kickass,-1,1,0.00653844190953,0.0648610695674,0.928600488523
pan,0,0,0.00543074335799,0.956779959088,0.0377892975539
revere,1,1,0.0429215472982,0.00808315390951,0.948995298792
indecently,-1,-1,0.655742340404,0.0180958926044,0.326161766992
accomodative,1,0,0.323139503551,0.110637271133,0.566223225316
repressive,-1,-1,0.963475316883,0.00487905914138,0.0316456239759
illogic,-1,-1,0.98198111452,0.00511750155779,0.0129013839222
torpidity,-1,-1,0.755799925749,0.104041196271,0.14015887798
ridiculous,-1,-1,0.944720835168,0.0102934922389,0.0449856725933
sicken,-1,-1,0.969099427424,0.0141450654902,0.0167555070859
transcendent,1,1,0.0045271503509,0.0017614518752,0.993711397774
acrid,-1,-1,0.869192556106,0.0919407652475,0.0388666786462
grumpily,-1,-1,0.987812668306,0.0058097607709,0.0063775709233
enchant,1,1,0.000492253817735,0.00248740594463,0.997020340238
enchantingly,1,1,0.0149627224643,0.0424199698255,0.94261730771
saute,0,0,7.98864813923e-06,0.996954727151,0.00303728420101
cognac,0,0,0.00167701239226,0.98746830784,0.0108546797679
appalling,-1,-1,0.994651422868,0.000548560797316,0.00480001633506
insult,-1,-1,0.997810750929,0.00123613765594,0.000953111414707
appropriate,1,1,0.0401502079122,0.0812299930324,0.878619799055
walnut,0,0,7.13247181273e-06,0.997061867355,0.00293100017275
apprehensively,-1,-1,0.61556103302,0.111458021263,0.272980945717
handsomely,1,1,0.028528540955,0.0104388160514,0.961032642994
peppy,1,1,0.00710970884423,0.00822549866872,0.984664792487
derogatory,-1,-1,0.993782006107,0.00445243831492,0.00176555557779
kiwi,0,0,0.00208023666088,0.948247163144,0.0496726001955
scornfully,-1,-1,0.993400308776,0.00115893151733,0.00544075970636
gelatin,0,0,3.58020251024e-05,0.993915784171,0.00604841380349
rotten,-1,-1,0.950915882921,0.038484013898,0.0106001031811
harshly,-1,-1,0.996482377847,0.000526635586251,0.00299098656701
roll,0,0,0.136149933895,0.698178626783,0.165671439322
abrupt,-1,-1,0.974162932396,0.00943830022772,0.016398767376
talented,1,1,8.87998037326e-05,0.00276951286932,0.997141687327
huge,0,1,0.0195344390797,0.288520173344,0.691945387576
heavenly,1,1,0.00114503852268,0.0514580952172,0.94739686626
rapture,1,1,0.270746145155,0.0293249548323,0.699928900012
regrettable,-1,-1,0.935528216923,0.00581925832161,0.0586525247554
meal,0,0,2.14624841976e-05,0.995013166348,0.00496537116793
mess,-1,-1,0.966434490807,0.0262328393362,0.00733266985723
clam,0,0,0.0145849345144,0.979186527115,0.00622853837075
slowwww,-1,0,0.301341195718,0.467690020624,0.230968783658
request,0,0,0.00759417530775,0.713561954554,0.278843870138
