word,Actual_Polarity,Calc_Polarity,NegativeSimilarity,NeutralSimilarity,PositiveSimilarity
outstand,1,1,0.0767251007167,0.0316010920542,0.0145128840299
disgust,-1,-1,0.150757244833,0.21437410111,0.130932508644
lighting,0,0,0.0209834016044,0.0409910316112,0.184875162179
substandard,-1,-1,0.32250355184,0.43091760073,0.0334654627746
worthlessly,-1,0,0.0710385141848,0.0782420775867,0.106982813845
calumniously,-1,0,0.0710385141848,0.0782420775867,0.106982813845
devious,-1,-1,0.227501823039,0.321478704498,0.0442294294948
meatloaf,0,0,-0.00692026518411,0.0160218695788,0.209795006712
hazelnut,0,0,0.0523954777323,0.0484369655517,0.13757281185
horrendously,-1,-1,0.150883152042,0.174765523125,0.0106695838654
light,0,1,0.140936281321,0.0747109766628,0.123346320657
bother,-1,1,0.376137785737,0.314972490244,0.139382782026
belligerently,-1,-1,0.100833503484,0.173026930148,0.0471677633801
marzipan,0,0,0.0814309113501,0.0730579037705,0.138749082669
practical,1,1,0.27239709078,0.245045599656,0.0926482143651
winningest,1,1,0.0966124084679,0.0873600613014,0.0259287735227
extensive,1,1,0.217365701169,0.161862797634,0.0551156557368
wheat,0,0,0.0416183016061,0.0743817997284,0.167972621625
cobweb,0,-1,0.0925068288009,0.133750767707,0.107523630031
basil,0,1,0.0116313945031,-0.0209916897178,-0.0122254812327
squab,0,0,0.0321319261762,0.030352512564,0.131997713205
altruistic,1,1,0.208627826023,0.208503529257,0.00126583254167
smutty,-1,-1,0.222932393517,0.287059034162,0.074454368783
ribbon,0,1,0.0941147321437,0.0296450509291,0.0762177766456
grubby,-1,-1,0.246813624928,0.332585094234,0.0684296067498
teapot,0,0,-0.00298255394863,-0.0156505286594,0.112317389692
train,1,0,0.0238492228521,0.0143963565382,0.154677985651
insupportably,-1,0,0.0710385141848,0.0782420775867,0.106982813845
celery,0,0,0.0692215689764,0.0657919597778,0.198532889651
monstrously,-1,0,0.0196924215203,0.0385062052978,0.072410843645
aggressive,-1,-1,0.229790120316,0.330480780788,0.0379109895787
entertain,1,1,0.18781000475,0.163359747978,0.0815888327745
disgust,-1,-1,0.149631768225,0.212477256851,0.129842098581
price,0,0,-0.0225637028826,-0.0152797927084,0.144866239709
kickass,-1,1,0.240539690654,0.128046039627,0.0585102766005
pan,0,0,0.0917469661773,0.0389069322061,0.123894853088
revere,1,1,0.0706219902809,0.0196490399213,0.0494760152736
indecently,-1,-1,0.0055359543141,0.0443129571414,0.0269531077724
accomodative,1,-1,0.176906839269,0.178609813887,0.0606730625879
repressive,-1,-1,0.188963611328,0.246657585061,-0.00724295827904
illogic,-1,-1,0.1204711753,0.213760950941,0.118317128068
torpidity,-1,-1,0.119603830905,0.179458692005,0.0864940711834
ridiculous,-1,-1,0.319224717954,0.372380463208,0.0484802405095
sicken,-1,-1,0.215341420164,0.255458417269,0.0628976917722
transcendent,1,1,0.233099171376,0.18817356923,0.0195834051255
acrid,-1,-1,0.187412509634,0.222746082817,-0.0199233113104
grumpily,-1,-1,0.083252470594,0.172364770681,0.102308077927
enchant,1,1,0.190196196907,0.149356681701,0.082292477279
enchantingly,1,1,0.0971116732551,0.0631567294763,0.0467260166798
saute,0,0,0.0624225168464,0.0264966587118,0.157770797663
cognac,0,0,0.0891024115041,0.104200009334,0.196842265996
appalling,-1,-1,0.304239975072,0.397556163825,0.0418904125929
insult,-1,-1,0.156284794158,0.21694821414,0.0859072629905
appropriate,1,1,0.364143419914,0.314799520781,0.0673822590857
walnut,0,0,0.082676199095,0.138105784325,0.171837394479
apprehensively,-1,1,0.128097617036,0.113332992816,0.0800210799487
handsomely,1,1,0.186549417185,0.0987869670226,0.0732079548908
peppy,1,1,0.290134187973,0.236448852738,0.0201159688064
derogatory,-1,-1,0.151885428356,0.211744695485,0.013450900821
kiwi,0,-1,0.143005342414,0.164305216075,0.0945204235284
scornfully,-1,-1,0.0830039908439,0.115794466915,0.0223332302314
gelatin,0,0,0.152247497494,0.123255956089,0.180246684976
rotten,-1,-1,0.332491863217,0.437565895137,0.0393077575819
harshly,-1,-1,0.165398119069,0.230585835217,0.0303500800022
roll,0,1,0.195438127747,0.0543354977096,0.178574196189
abrupt,-1,-1,0.235774357042,0.291100118779,0.0529112234613
talented,1,1,0.380061210739,0.279739683893,0.00607361921929
huge,0,1,0.321546592481,0.253051474761,-0.00259960084846
heavenly,1,1,0.293226663196,0.206360296802,0.0261478731967
rapture,1,0,0.0520114932798,0.0786012405318,0.111231798386
regrettable,-1,-1,0.323550109316,0.400303957581,0.0408127674265
meal,0,0,0.096450759208,0.0672874630806,0.307098391564
mess,-1,-1,0.197478011061,0.278632768399,0.139647183188
clam,0,0,0.113844589029,0.150159603089,0.191181142761
slowwww,-1,0,0.0710385141848,0.0782420775867,0.106982813845
request,0,0,0.095643719391,0.0247369746924,0.160908976317
thankful,1,1,0.283594883193,0.247589756102,0.0891873745343
delectation,1,0,0.0845237159134,0.0344709333484,0.109177707183
awesomely,1,1,0.146012524102,0.14285510942,0.00800966943307
beauty,1,1,0.160305737746,0.0925505279131,0.137073916712
majestic,1,1,0.348361458473,0.219691933505,0.0535694712014
exquisite,1,1,0.376826325587,0.252680923473,0.030465218361
entire,0,1,0.162278064485,0.138803441161,-0.00925802358288
hartshorn,0,0,0.0710385141848,0.0782420775867,0.106982813845
valiant,1,-1,0.161598633722,0.186919540293,-0.0696911724619
magnificent,1,1,0.39064000465,0.277657893687,0.0343152702018
ration,0,0,0.0555588714137,0.0253124579806,0.171963489637
seedy,-1,-1,0.244101849686,0.284815292225,0.081558243649
guava,0,0,0.045674552223,0.0570387652523,0.143722913791
joyfully,1,1,0.13689814403,0.0863412859788,0.0358295101443
marinara,0,0,0.0319482952598,0.0111400003804,0.0964335425168
disastrously,-1,-1,0.135104037535,0.185231720091,-0.000144316802613
overcharge,-1,-1,0.0510345515027,0.150406618511,0.102063239304
disgraceful,-1,-1,0.328046778721,0.408916560175,0.0334080560751
atrocious,-1,-1,0.325178425159,0.406373782913,0.0339982113188
maliciously,-1,-1,0.0633121215547,0.172529269981,0.060421686341
sloooow,-1,-1,0.241395210548,0.304981602295,0.00197578624842
uncivil,-1,-1,0.211670045505,0.290076980148,0.0810258333426
burger,0,0,0.0269387480978,0.036753710916,0.136100908419
spirited,1,1,0.255912538915,0.24115405592,0.0513023428143
tremendous,1,1,0.429367852767,0.293064888783,0.0130513698247
nauseate,-1,-1,0.164953981086,0.186512413006,0.11409631948
trashy,-1,1,0.378897759233,0.364667713271,0.0647401310152
spurious,-1,-1,0.193499777843,0.261117163977,0.0260258268419
servant,0,0,0.0189277287453,0.0162642021017,0.074490535459
compliment,1,-1,0.1699888984,0.220872440417,0.0925427394672
malevolently,-1,-1,0.0474144062928,0.0963297277881,0.0700865095527
regrettably,-1,-1,0.118412207353,0.180746506385,0.0260994497676
"high_quality",1,0,0.0710385141848,0.0782420775867,0.106982813845
macaroon,0,0,0.0679506279339,0.0421119314478,0.153183300717
bitch,-1,0,0.0898185555427,0.131513265166,0.150897104474
blissful,1,1,0.234315892266,0.185008316617,0.0545102701029
unusable,-1,-1,0.15723387797,0.23392094184,0.0901460760738
abundant,1,1,0.20407495038,0.179011882125,0.0962677492373
wholesome,1,1,0.320234210041,0.280325552308,0.108675016538
hall,0,0,-0.00476688032535,-0.0875272673123,0.142646537217
complacent,-1,-1,0.244839367175,0.282940114623,-0.0202227730586
delivery,0,-1,0.0629195487979,0.0959815300009,0.0832354480837
passivity,-1,-1,0.103495971086,0.202559908279,0.0613612722754
harmful,-1,-1,0.235706679077,0.339218284526,0.0517736731677
delectable,1,1,0.319281313101,0.212502021771,0.0670837749553
valiantly,1,1,0.192451505245,0.14161966283,-0.000649694340096
section,0,0,-0.0671371008063,-0.0708677383821,0.164577503477
confusing,-1,-1,0.310829330966,0.415738872073,0.0416880577144
talent,1,0,0.142319438052,0.0974830455687,0.150931248351
enthusiastically,1,1,0.170232680957,0.0990589091211,0.0468507488329
smugly,-1,-1,0.14632814026,0.204922830309,0.0143845226935
glad,1,1,0.290752359496,0.227672033422,0.103688580247
pickle,0,0,0.0856723768548,0.152532736858,0.159763242045
ladyfinger,0,0,0.0528704241286,0.0546567801025,0.143003886535
grandioso,1,0,0.0710385141848,0.0782420775867,0.106982813845
pomegranate,0,0,0.0428759660133,0.0487452391904,0.14833110409
corner,0,0,0.0621453325028,0.0360536066805,0.171045946769
merit,1,0,0.136947353957,0.0629857582584,0.14292318077
stupidly,-1,-1,0.143762547235,0.170990291754,0.0282432777929
basic,0,1,0.298303399323,0.261212601909,0.0281982062064
disrespectfully,-1,0,0.0294771148795,0.0770364093233,0.0771585359611
caviar,0,0,0.0973930714704,0.0726225020401,0.226113793722
poor,-1,-1,0.316559455557,0.418103932509,0.0325748079874
lemon,0,0,-0.0387345377152,-0.0351508479797,0.109602422462
"ill-favored",-1,0,0.0710385141848,0.0782420775867,0.106982813845
option,0,0,0.059188359684,0.0225485571861,0.151946463962
cabernet,0,0,0.0811572915855,0.0536816334117,0.126185882246
legume,0,0,0.00373907848527,0.0276900595493,0.109582203073
acceptable,1,1,0.408194755621,0.345923476328,0.0574347744839
virtuously,1,1,0.146946657173,0.143920062402,0.0763924065003
curry,0,0,-0.0419712843561,-0.0360473555782,0.110577661085
trust,1,1,0.170699875204,0.168055884394,0.0999567511129
snob,0,-1,0.142782052849,0.222964370176,0.134293915929
caper,0,0,0.0727121747215,0.0764407992543,0.126115841857
hoodwink,-1,-1,0.0554018599126,0.109940184824,0.0473140661091
grit,0,1,0.154574045221,0.0778866514341,0.126415070147
subpar,-1,-1,0.340508080951,0.427021493962,0.0289940922058
damn,-1,1,0.164798628141,0.106199618916,0.0663013305588
rile,-1,0,0.00641621933085,0.0296237559563,0.157668286238
wrap,0,0,0.0898064555678,0.117357962294,0.163504910482
caraway,0,0,0.0626303797442,0.0467969366799,0.134414665631
order,0,0,0.079772869771,0.072007969764,0.170692602935
frustrate,-1,1,0.190282049768,0.176566674573,0.0863700501947
imaginative,1,1,0.370563569628,0.296390444894,0.0462285169661
ineloquently,-1,0,0.0710385141848,0.0782420775867,0.106982813845
fuss,-1,-1,0.0721494775629,0.100352454968,0.0800216089039
stupidity,-1,-1,0.143604428875,0.226154784588,0.131492402287
pastry,0,0,0.0925917441697,0.0873782486762,0.134574445206
overpay,0,-1,0.0935787513998,0.145226601387,0.0742834582513
wedding,0,0,0.113895754973,0.0886290355559,0.160901316164
festive,1,1,0.224021879677,0.141683083653,0.0941280271
terrace,0,0,0.126883876693,0.0567533435975,0.205197732325
agave,0,0,0.0331924744977,0.0104018806261,0.093363040124
riveting,1,1,0.4205426908,0.303840989858,0.0360094887009
alarm,-1,0,0.0433086189354,0.092182918544,0.112031661375
scene,0,0,0.0343856810811,-0.003672996039,0.212072559481
inhospitable,-1,1,0.172210505166,0.155458600766,0.0870749835983
unhappiness,-1,-1,0.155850645501,0.218157368869,0.137039935163
flower,0,0,-0.0514190631335,-0.0218040646955,0.102336281711
nark,1,-1,0.100957907123,0.169661414226,0.0792643711947
enjoyable,1,1,0.383123870513,0.31893991212,0.051415919993
toffee,0,-1,0.136887757772,0.145638899224,0.126402617226
skewer,0,-1,0.0934479199532,0.172008136016,0.118567249749
wondrous,1,1,0.339258826116,0.238148771135,0.0464105120677
gourmet,1,1,0.25532732169,0.123537525187,0.130226856652
worry,-1,-1,0.196002782353,0.24120346872,0.142162530039
haddock,0,0,0.0567476342898,0.0676256840388,0.105698259313
bemuse,-1,1,0.192877191697,0.157707456516,0.0916784067628
"ill-natured",-1,0,0.0710385141848,0.0782420775867,0.106982813845
caffe,0,0,0.0667749686387,0.0394201768229,0.169488510762
inedible,-1,-1,0.120774562379,0.228627527234,0.0739131396316
fry,0,0,0.000586231761598,0.0529634375535,0.163431928602
adverse,-1,-1,0.201291046493,0.277092669324,0.0235529366704
appetizer,0,0,0.0640525071538,0.0350329692018,0.195163588295
