word,Actual_Polarity,Calc_Polarity,NegativeSimilarity,NeutralSimilarity,PositiveSimilarity
outstand,1,1,0.17713231208,0.227759838813,0.595107849107
disgust,-1,-1,0.96576014466,0.0149135712841,0.0193262840563
lighting,0,0,0.0835718260843,0.629799631081,0.286628542835
substandard,-1,-1,0.99535667404,0.00287851141778,0.00176481454209
worthlessly,-1,0,0.29892047701,0.447988685776,0.253090837214
calumniously,-1,0,0.29892047701,0.447988685776,0.253090837214
devious,-1,-1,0.941249425301,0.00472200157492,0.0540285731241
meatloaf,0,0,4.67872264501e-05,0.992919459444,0.00703375332905
hazelnut,0,0,3.64313146669e-05,0.99340523804,0.00655833064524
horrendously,-1,-1,0.943191137789,0.0117505714502,0.0450582907605
light,0,0,0.0552213714638,0.674912044892,0.269866583644
bother,-1,-1,0.977141024883,0.0089217606126,0.0139372145047
belligerently,-1,-1,0.988671102552,0.00105168532148,0.0102772121264
marzipan,0,0,0.00226464605363,0.968551272336,0.0291840816099
practical,1,1,0.00395044324422,0.154973038827,0.841076517929
winningest,1,1,0.0249076273151,0.115344393162,0.859747979523
extensive,1,1,0.00175249535575,0.160108493036,0.838139011608
wheat,0,0,0.00185054037903,0.986766955303,0.0113825043182
cobweb,0,0,0.255851763391,0.667889628259,0.0762586083507
basil,0,0,2.65104468939e-05,0.994324657913,0.00564883164045
squab,0,0,0.00246185760345,0.963012355528,0.0345257868686
altruistic,1,1,0.209312682531,0.0126338802405,0.778053437229
smutty,-1,-1,0.966865403407,0.00695960595588,0.0261749906375
ribbon,0,0,0.00588482914458,0.904580313181,0.0895348576746
grubby,-1,-1,0.975583674794,0.0108465575329,0.0135697676735
teapot,0,0,0.0147099924543,0.948965078557,0.0363249289888
train,1,0,0.0230313695834,0.501717184373,0.475251446043
insupportably,-1,0,0.29892047701,0.447988685776,0.253090837214
celery,0,0,2.80948392846e-05,0.994216608279,0.00575529688165
monstrously,-1,-1,0.934998782099,0.0168861964997,0.0481150214018
aggressive,-1,-1,0.912367756752,0.0122064173823,0.0754258258656
entertain,1,1,0.00740759967435,0.0797169369839,0.912875463342
disgust,-1,-1,0.96576014466,0.0149135712841,0.0193262840563
price,0,0,0.0731699421161,0.785806078918,0.141023978966
kickass,-1,1,0.00834731602922,0.0873233652631,0.904329318708
pan,0,0,0.00698571432987,0.929013329844,0.0640009558258
revere,1,1,0.0447492223508,0.0127968430067,0.942453934643
indecently,-1,-1,0.640866535883,0.0217413422768,0.33739212184
