word,Actual_Polarity,Calc_Polarity,NegativeSimilarity,NeutralSimilarity,PositiveSimilarity
outstand,1,0,0.42678100758,0.38090955028,0.19230944214
disgust,-1,-1,0.62019800228,0.213489009076,0.166312988644
lighting,0,0,0.4235053289,0.422153224955,0.154341446145
substandard,-1,-1,0.57703060691,0.252869345453,0.170100047638
worthlessly,-1,0,0.454526332682,0.378223165838,0.16725050148
calumniously,-1,0,0.454526332682,0.378223165838,0.16725050148
devious,-1,-1,0.461910320235,0.316832650789,0.221257028976
meatloaf,0,0,0.39420583901,0.452520438278,0.153273722711
hazelnut,0,0,0.218969910781,0.605738882826,0.175291206393
horrendously,-1,0,0.412835709928,0.350410927073,0.236753362999
light,0,0,0.212173791565,0.560865662364,0.22696054607
bother,-1,-1,0.618709506882,0.209090212139,0.172200280979
belligerently,-1,-1,0.583658325115,0.286662822952,0.129678851933
marzipan,0,0,0.295519137483,0.514506963102,0.189973899415
practical,1,1,0.148782459208,0.316845681899,0.534371858893
winningest,1,0,0.339908375412,0.417575376593,0.242516247995
extensive,1,0,0.346543594726,0.267431094686,0.386025310588
wheat,0,0,0.148868217055,0.478609616835,0.37252216611
cobweb,0,0,0.206396822937,0.580083131509,0.213520045554
basil,0,0,0.25180163664,0.501656352195,0.246542011165
squab,0,0,0.246437547995,0.582101641085,0.17146081092
altruistic,1,0,0.372146049164,0.346358001811,0.281495949024
smutty,-1,-1,0.67304275671,0.216753010931,0.110204232359
ribbon,0,0,0.397393420857,0.378749348018,0.223857231125
grubby,-1,-1,0.568534137551,0.276733312622,0.154732549827
teapot,0,0,0.331869741929,0.403519851601,0.26461040647
train,1,0,0.294053463207,0.377024602505,0.328921934289
insupportably,-1,0,0.454526332682,0.378223165838,0.16725050148
celery,0,0,0.39100887342,0.366201701137,0.242789425443
monstrously,-1,-1,0.617217955219,0.195390304397,0.187391740384
aggressive,-1,-1,0.547665769852,0.208892951226,0.243441278922
entertain,1,0,0.190700475952,0.368623979527,0.440675544521
disgust,-1,-1,0.62019800228,0.213489009076,0.166312988644
price,0,-1,0.48681859985,0.323957276835,0.189224123315
kickass,-1,0,0.281918910059,0.512569305933,0.205511784008
pan,0,0,0.140514921544,0.574866215272,0.284618863183
revere,1,1,0.222710989293,0.289515280206,0.487773730501
indecently,-1,0,0.379471733973,0.338830783682,0.281697482345
accomodative,1,-1,0.45560622384,0.348251265882,0.196142510278
repressive,-1,0,0.327349088163,0.333957630489,0.338693281349
illogic,-1,-1,0.579455895473,0.203584108681,0.216959995846
torpidity,-1,-1,0.505479650142,0.325405017768,0.16911533209
ridiculous,-1,-1,0.645503616187,0.223409369412,0.131087014401
sicken,-1,-1,0.532139067004,0.209106689864,0.258754243132
transcendent,1,0,0.389247881364,0.379112993512,0.231639125124
acrid,-1,0,0.285391343561,0.370280734064,0.344327922375
grumpily,-1,-1,0.55423260631,0.307352506549,0.138414887141
enchant,1,1,0.229011759731,0.334524423706,0.436463816563
enchantingly,1,0,0.404177169278,0.408422254532,0.18740057619
saute,0,0,0.17213274402,0.59490413559,0.23296312039
cognac,0,0,0.258840086863,0.441149028289,0.300010884847
appalling,-1,-1,0.605894965189,0.220786349002,0.173318685809
insult,-1,-1,0.621294318304,0.216101886663,0.162603795034
appropriate,1,0,0.207876505727,0.384307108628,0.407816385646
walnut,0,0,0.260137427533,0.537516341489,0.202346230979
apprehensively,-1,0,0.442790792306,0.371557238252,0.185651969442
handsomely,1,1,0.263369449282,0.250772440584,0.485858110134
peppy,1,0,0.191188587049,0.406204286832,0.40260712612
derogatory,-1,-1,0.61751514062,0.19184776591,0.19063709347
kiwi,0,0,0.175024020138,0.579392050685,0.245583929176
scornfully,-1,0,0.438422011946,0.412107297659,0.149470690395
gelatin,0,1,0.225229918799,0.321369499094,0.453400582107
rotten,-1,-1,0.618136138577,0.206266125779,0.175597735644
harshly,-1,-1,0.566756989302,0.236379189435,0.196863821263
roll,0,0,0.162125029866,0.580532585638,0.257342384496
abrupt,-1,-1,0.630585829692,0.183391428944,0.186022741364
talented,1,1,0.218326993461,0.284513842257,0.497159164283
huge,0,0,0.351344964505,0.408079259262,0.240575776233
heavenly,1,1,0.211404838579,0.253131373043,0.535463788379
rapture,1,0,0.375212268974,0.221727064489,0.403060666537
regrettable,-1,-1,0.591983434256,0.234211264839,0.173805300905
meal,0,0,0.319861244683,0.421577207934,0.258561547383
mess,-1,-1,0.623030591099,0.238238283463,0.138731125437
clam,0,-1,0.482360699709,0.363752646502,0.153886653789
slowwww,-1,0,0.454526332682,0.378223165838,0.16725050148
request,0,0,0.27050658278,0.389072680736,0.340420736484
thankful,1,0,0.250200379058,0.429037658893,0.320761962049
delectation,1,0,0.40670189614,0.397421566083,0.195876537777
awesomely,1,1,0.112504063344,0.302296619632,0.585199317024
beauty,1,0,0.152458452557,0.386463019753,0.46107852769
majestic,1,1,0.129070431889,0.308479845583,0.562449722528
exquisite,1,1,0.240779858781,0.307560124357,0.451660016862
entire,0,0,0.196560217219,0.517177316655,0.286262466126
hartshorn,0,0,0.454526332682,0.378223165838,0.16725050148
valiant,1,0,0.174202482135,0.403940214318,0.421857303547
magnificent,1,0,0.359360229037,0.289688306146,0.350951464817
ration,0,0,0.201093617863,0.511076220453,0.287830161684
seedy,-1,-1,0.611469918857,0.194296434892,0.194233646251
guava,0,0,0.254366453981,0.557502220553,0.188131325466
joyfully,1,1,0.298386546944,0.279449506134,0.422163946921
marinara,0,0,0.408235311463,0.408399702001,0.183364986537
disastrously,-1,-1,0.469806998747,0.315115587051,0.215077414202
overcharge,-1,-1,0.574755220838,0.281516145653,0.143728633509
disgraceful,-1,-1,0.539355810885,0.275166731928,0.185477457187
atrocious,-1,-1,0.632420172843,0.223172685624,0.144407141533
maliciously,-1,-1,0.613133147305,0.209060042833,0.177806809863
sloooow,-1,1,0.29679411352,0.281026333923,0.422179552557
uncivil,-1,-1,0.4931569346,0.181998130914,0.324844934486
burger,0,0,0.198278620467,0.538649656204,0.263071723328
spirited,1,0,0.187171976193,0.414012624755,0.398815399052
tremendous,1,1,0.223593618193,0.331159912728,0.445246469079
nauseate,-1,-1,0.514351098291,0.326210677932,0.159438223777
trashy,-1,-1,0.587274679302,0.233934077838,0.178791242861
spurious,-1,-1,0.558819087341,0.236104358625,0.205076554034
servant,0,0,0.203495581405,0.545741028499,0.250763390096
compliment,1,-1,0.428563210172,0.254872088284,0.316564701544
malevolently,-1,-1,0.57580786337,0.292861388805,0.131330747825
regrettably,-1,0,0.401470766267,0.281019969915,0.317509263818
"high_quality",1,0,0.454526332682,0.378223165838,0.16725050148
macaroon,0,0,0.285835378254,0.518835652497,0.195328969249
bitch,-1,0,0.42083396766,0.415807540555,0.163358491785
blissful,1,1,0.216139687728,0.329804636838,0.454055675434
unusable,-1,0,0.421385934664,0.411213821311,0.167400244025
