word,Actual_Polarity,Calc_Polarity,NegativeSimilarity,NeutralSimilarity,PositiveSimilarity
outstand,1,1,0.070129500032,0.237188419609,0.692682080359
disgust,-1,-1,0.99350509081,0.00485189333929,0.0016430158511
lighting,0,0,0.0170271018317,0.683725558399,0.29924733977
substandard,-1,-1,0.99157154863,0.0063660824203,0.00206236895018
worthlessly,-1,0,0.149932781443,0.548983123174,0.301084095383
calumniously,-1,0,0.149932781443,0.548983123174,0.301084095383
devious,-1,-1,0.93768373919,0.00387992531644,0.0584363354937
meatloaf,0,0,7.98588611496e-06,0.997079509138,0.00291250497576
hazelnut,0,0,4.26107218317e-06,0.997877238739,0.00211850018891
horrendously,-1,-1,0.996929614799,0.00171243496155,0.00135795023926
light,0,0,0.0660221403112,0.656544476093,0.277433383596
bother,-1,-1,0.976190660326,0.014203578865,0.00960576080889
belligerently,-1,-1,0.992524542294,0.00115927268985,0.00631618501601
marzipan,0,0,0.000304731294371,0.980346698022,0.0193485706839
practical,1,1,0.0127309208146,0.157735534241,0.829533544945
winningest,1,1,0.0075011724475,0.0740465429596,0.918452284593
extensive,1,1,0.0173047253815,0.205942013891,0.776753260728
wheat,0,0,0.0016318636162,0.994400730188,0.00396740619534
cobweb,0,0,0.148770694732,0.788507928921,0.0627213763468
basil,0,0,7.36733297925e-06,0.997010074274,0.00298255839302
squab,0,0,0.000419864172592,0.976624136774,0.0229559990535
altruistic,1,1,0.0395281802588,0.00618251892583,0.954289300815
smutty,-1,-1,0.975491332731,0.00755194302211,0.0169567242464
ribbon,0,0,0.0016275124597,0.936526999398,0.0618454881424
grubby,-1,-1,0.975936942834,0.0152785326378,0.00878452452858
teapot,0,0,0.00291034588447,0.972475040233,0.0246146138825
train,1,0,0.0482566545333,0.53992173895,0.411821606517
insupportably,-1,0,0.149932781443,0.548983123174,0.301084095383
celery,0,0,2.48668214368e-06,0.998599974221,0.00139753909667
monstrously,-1,-1,0.935424044357,0.0167381397562,0.0478378158873
aggressive,-1,1,0.413094302352,0.031252213905,0.555653483743
entertain,1,1,0.0170031968502,0.0649032701924,0.918093532957
disgust,-1,-1,0.99350509081,0.00485189333929,0.0016430158511
price,0,0,0.0305405345451,0.835862201415,0.13359726404
kickass,-1,1,0.0160734171527,0.0763163692863,0.907610213561
pan,0,0,0.00343605141186,0.950729545752,0.0458344028362
revere,1,1,0.00344105127852,0.00666446615305,0.989894482568
indecently,-1,1,0.410074570062,0.0244199384269,0.565505491511
accomodative,1,1,0.184595596826,0.110733982545,0.704670420629
repressive,-1,-1,0.981867872855,0.0037340502381,0.0143980769072
illogic,-1,-1,0.987853394748,0.00530115952241,0.00684544572924
torpidity,-1,-1,0.683734828813,0.137066649516,0.17919852167
ridiculous,-1,-1,0.990771122304,0.00383459589628,0.00539428180013
sicken,-1,-1,0.973760286202,0.0170727966058,0.00916691719241
transcendent,1,1,0.00015375633784,0.00173026369245,0.99811597997
acrid,-1,-1,0.824353206154,0.143430521853,0.0322162719929
grumpily,-1,-1,0.986443534519,0.00870063470539,0.00485583077594
enchant,1,1,1.48856526171e-05,0.00208984001262,0.997895274335
enchantingly,1,1,0.00504103165804,0.0382838791934,0.956675089149
saute,0,0,1.75515183787e-05,0.995374639975,0.00460780850682
cognac,0,0,0.000272341912543,0.981452279678,0.0182753784096
appalling,-1,-1,0.997798624447,0.000457619024694,0.00174375652856
insult,-1,-1,0.99776355825,0.00167068259183,0.000565759157916
appropriate,1,1,0.019526578063,0.0723400142598,0.908133407677
walnut,0,0,4.48582851602e-06,0.997699072639,0.0022964415326
apprehensively,-1,0,0.424943821753,0.130481041759,0.444575136488
handsomely,1,1,0.00204349814268,0.00885548155318,0.989101020304
peppy,1,1,0.00050982551136,0.00630122651622,0.993188947972
derogatory,-1,-1,0.993819335785,0.0048927304004,0.0012879338146
kiwi,0,0,0.00330560252297,0.953845844061,0.0428485534156
scornfully,-1,-1,0.995774112549,0.00132706340347,0.00289882404728
gelatin,0,0,5.06043217586e-05,0.992210256385,0.00773913929338
rotten,-1,-1,0.951616611758,0.042310449084,0.006072939158
harshly,-1,-1,0.995581062313,0.00106849272885,0.0033504449581
roll,0,0,0.0982876743836,0.680017478191,0.221694847426
abrupt,-1,-1,0.882957593819,0.033391378386,0.0836510277953
talented,1,1,3.12277228648e-05,0.00251138979307,0.997457382484
huge,0,1,0.0695000303372,0.297685105127,0.632814864536
heavenly,1,1,0.00210537961437,0.0672198538269,0.930674766559
rapture,1,1,0.0681305734729,0.0274044394625,0.904464987065
regrettable,-1,-1,0.946163727901,0.00490552536397,0.0489307467346
meal,0,0,4.91988463058e-05,0.992210770274,0.00774003087973
mess,-1,-1,0.922420015984,0.065196766417,0.0123832175986
clam,0,0,0.003380888372,0.988756574528,0.00786253709998
slowwww,-1,0,0.149932781443,0.548983123174,0.301084095383
request,0,0,0.0709649106291,0.720158332595,0.208876756775
thankful,1,1,0.00357877473406,0.0235961118776,0.972825113388
delectation,1,1,0.0364343436512,0.138055288123,0.825510368226
awesomely,1,1,0.0226463532338,0.0364879490899,0.940865697676
beauty,1,1,0.00376305316772,0.159647556237,0.836589390595
majestic,1,1,7.70138604561e-05,0.00665897707311,0.993264009066
exquisite,1,1,9.02820245906e-05,0.0124067136094,0.987503004366
entire,0,1,0.152786751024,0.32386559344,0.523347655536
hartshorn,0,0,0.149932781443,0.548983123174,0.301084095383
valiant,1,1,0.0256788817745,0.00467498165649,0.969646136569
magnificent,1,1,2.27157504206e-05,0.00282630165154,0.997150982598
ration,0,0,0.0708751390916,0.893960582909,0.0351642779996
seedy,-1,-1,0.936189043418,0.0454957587105,0.018315197872
guava,0,0,1.33772901143e-05,0.995994121576,0.00399250113387
joyfully,1,1,0.00182389265407,0.00879767768921,0.989378429657
marinara,0,0,1.03971571629e-05,0.996583734516,0.00340586832665
disastrously,-1,-1,0.993426285409,0.0032444269615,0.00332928762929
overcharge,-1,-1,0.928640948945,0.0584256861937,0.0129333648614
disgraceful,-1,-1,0.999360160967,0.00027694345483,0.000362895578422
atrocious,-1,-1,0.989482282083,0.000492503658762,0.010025214258
maliciously,-1,-1,0.993230675572,0.00376646469219,0.00300285973599
sloooow,-1,-1,0.457579503659,0.250023927912,0.292396568429
uncivil,-1,-1,0.999221782673,0.000269181885329,0.000509035441343
burger,0,0,2.59973667223e-06,0.998467441985,0.00152995827869
spirited,1,1,0.00182623827423,0.00423897984384,0.993934781882
tremendous,1,1,0.00149669614575,0.0174554237063,0.981047880148
nauseate,-1,-1,0.949632986859,0.0211760178774,0.0291909952635
trashy,-1,-1,0.97422163721,0.0131753026162,0.0126030601734
spurious,-1,-1,0.978710043443,0.0159374302397,0.00535252631752
servant,0,1,0.10569518692,0.197053173538,0.697251639542
compliment,1,1,0.00718277728569,0.0498331468865,0.942984075828
malevolently,-1,-1,0.973265100527,0.0125226608847,0.0142122385881
regrettably,-1,-1,0.917640300062,0.0263087243027,0.0560509756355
"high_quality",1,0,0.149932781443,0.548983123174,0.301084095383
macaroon,0,0,5.53318690172e-05,0.992555621618,0.0073890465132
bitch,-1,-1,0.955313725734,0.0394933024986,0.00519297176716
blissful,1,1,0.00152614349468,0.00626836651867,0.992205489987
unusable,-1,-1,0.962817525545,0.0294206628647,0.00776181159069
abundant,1,1,0.00662975092313,0.0684781188656,0.924892130211
wholesome,1,1,0.00319913160986,0.03663434781,0.96016652058
hall,0,0,0.0451303223352,0.849038885813,0.105830791852
complacent,-1,-1,0.97852293426,0.00385433968009,0.0176227260603
delivery,0,0,0.0248227103881,0.631502604182,0.34367468543
passivity,-1,-1,0.99028083124,0.00323368724312,0.0064854815169
harmful,-1,-1,0.982922933374,0.00799243673968,0.00908462988667
delectable,1,1,0.000443025395269,0.146337947597,0.853219027008
valiantly,1,1,0.0587318834005,0.0134380304734,0.927830086126
section,0,0,0.123790556958,0.747502406198,0.128707036844
confusing,-1,-1,0.986845344872,0.00861310123807,0.00454155389023
talent,1,1,0.00423691215929,0.0695553491029,0.926207738738
enthusiastically,1,1,0.00323511962128,0.0133820549483,0.98338282543
smugly,-1,-1,0.873369938039,0.00923467661075,0.11739538535
glad,1,1,0.0199495468758,0.08964253565,0.890407917474
pickle,0,0,0.0118321873404,0.97684053452,0.0113272781392
ladyfinger,0,0,0.00110170278737,0.989471185148,0.00942711206458
grandioso,1,0,0.149932781443,0.548983123174,0.301084095383
pomegranate,0,0,3.95284708668e-05,0.99302998611,0.00693048541901
corner,0,0,0.0751899421698,0.617611333474,0.307198724356
merit,1,1,0.156419743052,0.218436905348,0.625143351601
stupidly,-1,-1,0.989348014949,0.00397825241757,0.0066737326333
basic,0,1,0.0962853762391,0.379445693067,0.524268930694
disrespectfully,-1,-1,0.995592034157,0.00311037619835,0.00129758964449
caviar,0,0,1.25980564888e-05,0.996314871949,0.00367252999428
poor,-1,-1,0.983778540231,0.00655890692622,0.00966255284297
lemon,0,0,5.72655219154e-05,0.99230254944,0.0076401850383
"ill-favored",-1,0,0.149932781443,0.548983123174,0.301084095383
option,0,0,0.0418041075585,0.668040057489,0.290155834953
cabernet,0,0,0.000402907976266,0.977017259763,0.022579832261
legume,0,0,0.000109796230369,0.989067166578,0.0108230371913
acceptable,1,1,0.402909867033,0.0506345252387,0.546455607728
virtuously,1,1,0.0661970095128,0.0630237040058,0.870779286481
curry,0,0,8.643087051e-06,0.997416276521,0.00257508039154
trust,1,1,0.105207152459,0.217680974967,0.677111872574
snob,0,0,0.373724542807,0.294687097557,0.331588359636
caper,0,0,0.191580106683,0.683807050448,0.124612842868
hoodwink,-1,-1,0.981098774518,0.00564900788136,0.0132522176008
grit,0,1,0.0348207713389,0.196388395013,0.768790833648
subpar,-1,-1,0.975366395988,0.00346414258843,0.0211694614237
damn,-1,-1,0.799439266003,0.0716851510995,0.128875582898
rile,-1,-1,0.984685650262,0.00593296420094,0.00938138553688
wrap,0,0,0.0291740719202,0.742249145888,0.228576782191
caraway,0,0,0.000213856395724,0.983498057296,0.0162880863087
order,0,0,0.0395471625939,0.7474001833,0.213052654106
frustrate,-1,-1,0.970529577941,0.00307491244546,0.0263955096133
imaginative,1,1,0.000159581336602,0.00562456631678,0.994215852347
ineloquently,-1,0,0.149932781443,0.548983123174,0.301084095383
fuss,-1,-1,0.500868608279,0.152142536514,0.346988855207
stupidity,-1,-1,0.996256598324,0.00228950039582,0.00145390128046
pastry,0,0,1.09628352169e-06,0.998879560513,0.00111934320319
overpay,0,-1,0.618271818789,0.177604026069,0.204124155142
wedding,0,0,0.00453416939905,0.929071054664,0.0663947759365
festive,1,1,0.00391548834239,0.359873015877,0.63621149578
terrace,0,0,0.00256651436409,0.935026667739,0.0624068178971
agave,0,0,2.24957188153e-05,0.994762680215,0.00521482406663
riveting,1,1,0.0073790356136,0.00299593625724,0.989625028129
alarm,-1,-1,0.714148786,0.241869761972,0.0439814520284
scene,0,0,0.0783931738764,0.601042540852,0.320564285272
inhospitable,-1,-1,0.871451873879,0.00792570770504,0.120622418416
unhappiness,-1,-1,0.988416556827,0.00406276681301,0.00752067636047
flower,0,0,0.00076359404058,0.968132096461,0.0311043094984
nark,1,-1,0.829330680528,0.149077390603,0.021591928869
enjoyable,1,1,9.81472413899e-06,0.00182251061545,0.99816767466
toffee,0,0,0.000144073815645,0.986791364148,0.0130645620361
skewer,0,0,0.0905672771053,0.776861951262,0.132570771633
wondrous,1,1,0.000173192703942,0.00317495530375,0.996651851992
gourmet,1,0,6.65858126315e-05,0.957410680407,0.0425227337808
worry,-1,-1,0.900038537789,0.0672091103968,0.0327523518146
haddock,0,0,1.28077003207e-05,0.996476951947,0.00351024035232
bemuse,-1,1,0.354934889869,0.0202891300741,0.624775980057
"ill-natured",-1,0,0.149932781443,0.548983123174,0.301084095383
caffe,0,0,0.00120817513375,0.959248149147,0.0395436757196
inedible,-1,0,0.171523546444,0.788392867217,0.0400835863388
fry,0,0,0.0079544013115,0.984441848672,0.00760375001696
adverse,-1,-1,0.86521904762,0.0638387913235,0.0709421610569
appetizer,0,0,7.53000946844e-05,0.990309145623,0.00961555428256
tender,1,0,0.0180928499831,0.449294998039,0.532612151978
sickly,-1,-1,0.962985771588,0.0225128314509,0.0145013969608
pear,0,0,4.28744798625e-06,0.997745096902,0.00225061565048
betray,-1,-1,0.969199140686,0.00666140027035,0.0241394590432
atmoshere,0,0,0.149932781443,0.548983123174,0.301084095383
affectionate,1,1,0.000931130220771,0.00219112936901,0.99687774041
annoy,-1,-1,0.992416752029,0.00384649273754,0.00373675523333
succotash,0,0,0.000428354077604,0.976485534684,0.0230861112389
tinny,-1,-1,0.846233790027,0.0960935407666,0.0576726692067
deplore,-1,-1,0.993807148048,0.00282446651302,0.00336838543853
cantaloupe,0,0,3.14123373934e-06,0.99830645852,0.00169040024597
kabob,0,0,2.03243793466e-05,0.995018971381,0.00496070424006
boring,-1,-1,0.960287511045,0.00534046984892,0.0343720191065
feeble,-1,-1,0.995888945171,0.00105084806603,0.00306020676313
crude,-1,0,0.45798235008,0.456777267971,0.0852403819493
lobster,0,0,5.26323111132e-06,0.997774639147,0.00222009762223
wild_rice,0,0,0.149932781443,0.548983123174,0.301084095383
desk,0,0,0.0519653599709,0.848047744431,0.0999868955976
frontman,0,0,0.391743630795,0.251877886792,0.356378482413
enticing,1,1,0.0118116590828,0.0244808428981,0.963707498019
authentic,1,1,0.00189959052595,0.10094495672,0.897155452754
overrate,-1,-1,0.90086394746,0.00785234824674,0.0912837042929
dirty,0,-1,0.966422854955,0.0252329402092,0.00834420483605
cucumber,0,0,2.77364877394e-05,0.994348816844,0.0056234466685
gloriously,1,1,0.0156135985204,0.00773378782638,0.976652613653
terrible,-1,-1,0.97811196597,0.0040329478211,0.0178550862087
affordably,1,1,0.00258867435752,0.0833997604202,0.914011565222
harassment,-1,-1,0.957769516741,0.035258792207,0.00697169105236
melt,1,0,0.050093963877,0.667641987033,0.28226404909
heartily,1,1,0.0305958926112,0.0572825854284,0.91212152196
overzealous,-1,-1,0.994353962112,0.0042934902033,0.00135254768488
heavy-handed,-1,0,0.149932781443,0.548983123174,0.301084095383
gluten,0,0,0.00390760242416,0.988098841522,0.00799355605384
heartless,-1,-1,0.998662008721,0.000393468240287,0.000944523038667
endear,1,1,0.117174125489,0.00247536722318,0.880350507288
slanderous,-1,-1,0.996934280288,0.00223287094237,0.000832848770123
comfort,0,1,0.0123586907639,0.119707754847,0.867933554389
syrah,0,0,0.000216685592702,0.983326033736,0.0164572806711
montparnasse,0,0,0.149932781443,0.548983123174,0.301084095383
gracefully,1,1,0.000246947210334,0.00291438882346,0.996838663966
nasty,-1,-1,0.993298104005,0.00451562728987,0.00218626870492
hysterically,-1,-1,0.991211215606,0.00237325269167,0.00641553170199
pudding,0,0,2.7284414632e-05,0.994458266797,0.00551444878881
motel,0,0,0.046581222178,0.936288581822,0.0171301959999
veggies,0,0,1.06785343784e-05,0.996400440439,0.0035888810266
antipasto,0,0,1.84846062639e-05,0.995245133592,0.00473638180144
torpiness,-1,0,0.149932781443,0.548983123174,0.301084095383
treacherously,-1,-1,0.888301105879,0.0291896375331,0.0825092565879
food,0,0,0.00169158921648,0.988347757587,0.00996065319621
smooth,1,1,0.00249661571992,0.0272037964808,0.970299587799
pack,-1,0,0.0898918281003,0.68712099519,0.222987176709
torturous,-1,-1,0.961366675029,0.00507341689128,0.0335599080801
blameless,1,-1,0.983524906384,0.00107484035002,0.0154002532664
busboy,0,0,0.0481715792546,0.904814562382,0.0470138583637
fromager,0,0,0.0351777319015,0.616100476607,0.348721791492
annihilate,-1,-1,0.814404533259,0.0146986174663,0.170896849274
success,1,1,0.00670723416456,0.0792461430582,0.914046622777
balsamic,0,0,9.28888796336e-06,0.996660647927,0.00333006318467
bean,0,0,1.29310341822e-05,0.996896713431,0.00309035553494
doughnut,0,0,0.149932781443,0.548983123174,0.301084095383
uncompetitive,-1,-1,0.993534344642,0.0044098733409,0.00205578201745
next,0,0,0.0567312880294,0.637882645331,0.30538606664
dark,0,-1,0.45225879239,0.210467365379,0.337273842232
awe,1,1,0.000845863398011,0.00572346785255,0.993430668749
piteous,-1,-1,0.989698772524,0.00266499790724,0.00763622956887
hilarious,1,1,0.098998758017,0.0106497126898,0.890351529293
outperformance,1,1,0.0310122460214,0.219313052654,0.749674701324
arrogant,-1,-1,0.995519318518,0.000264587895707,0.00421609358672
thai,0,0,0.0116985185006,0.817765702136,0.170535779363
attractively,1,1,0.00217145789227,0.0249796955437,0.972848846564
"%c%c*bread",0,0,0.149932781443,0.548983123174,0.301084095383
sarcastically,-1,-1,0.946283993801,0.0269384416522,0.0267775645465
present,0,1,0.0727605823655,0.34794090817,0.579298509464
joint,0,0,0.0789099737548,0.683010936347,0.238079089898
alcohol,0,0,0.0212576013112,0.963363257854,0.0153791408346
discontented,-1,-1,0.972806375841,0.00523829759959,0.0219553265597
sparerib,0,0,0.149932781443,0.548983123174,0.301084095383
appallingly,-1,-1,0.997652037433,0.000638424793374,0.00170953777407
staid,-1,1,0.206682979579,0.0182806897615,0.775036330659
shrimp,0,0,7.9183188239e-07,0.999157947231,0.000841260937346
throw,-1,0,0.244113208982,0.607172281401,0.148714509617
waitstaffs,0,0,0.0680315719659,0.55361843483,0.378349993204
costly,0,-1,0.899990175215,0.0298804521835,0.0701293726013
ashamed,-1,-1,0.991958259076,0.00170581904696,0.00633592187684
quarrelsome,-1,-1,0.980392087554,0.00593908193248,0.0136688305135
mussles,0,0,0.149932781443,0.548983123174,0.301084095383
ingeniously,1,1,0.011798532734,0.0316710042697,0.956530462996
brutally,-1,-1,0.902389646854,0.0200283981449,0.0775819550011
disgust,-1,-1,0.99350509081,0.00485189333929,0.0016430158511
unprofitable,-1,-1,0.881101396236,0.0477585193565,0.0711400844075
nectar,0,0,0.000177751422284,0.939860605958,0.0599616426201
calumnious,-1,-1,0.985031533374,0.00770343462105,0.00726503200453
simple,0,1,0.0200414180603,0.116089996608,0.863868585332
defamatory,-1,-1,0.989331876919,0.00404775878731,0.006620364294
run-down,-1,0,0.149932781443,0.548983123174,0.301084095383
bounteous,1,1,0.00241790067766,0.0229092714487,0.974672827874
dishonorablely,-1,0,0.149932781443,0.548983123174,0.301084095383
flounder,0,0,0.0735456020336,0.881853729906,0.0446006680606
mousse,0,0,4.34890368489e-05,0.992723354681,0.00723315628256
ramshackle,-1,-1,0.733693969823,0.129429902245,0.136876127932
quaint,1,1,0.0525550100481,0.118294002338,0.829150987614
top_notch,1,0,0.149932781443,0.548983123174,0.301084095383
sweetness,1,1,0.00143966329903,0.36606931867,0.632491018031
crowd,-1,1,0.0819911513292,0.309273416083,0.608735432588
ignorance,-1,-1,0.991357466656,0.00548037134785,0.00316216199584
ramp,0,0,0.063728302871,0.617045956558,0.319225740571
overprice,-1,-1,0.950846517049,0.0396761176412,0.00947736530986
tiresome,-1,-1,0.991563774298,0.00131576939631,0.00712045630588
must,1,1,0.16315765729,0.259943552369,0.576898790341
occasion,0,1,0.0361360712649,0.293263950639,0.670599978096
scant,-1,-1,0.713077920545,0.117388110939,0.169533968516
snobish,-1,0,0.149932781443,0.548983123174,0.301084095383
beat,-1,1,0.183568600528,0.238764738891,0.577666660581
stellar,1,1,0.000420343572634,0.00339798380457,0.996181672623
impressively,1,1,0.000149808475706,0.00284054492725,0.997009646597
disparage,-1,-1,0.977385233419,0.00379719944348,0.0188175671376
heaviness,-1,1,0.314924087029,0.226318217853,0.458757695118
borscht,0,0,5.63722148542e-05,0.991808058346,0.00813556943954
view,0,1,0.138331707454,0.367674336125,0.493993956422
dreck,-1,-1,0.980687584747,0.00716835412619,0.0121440611267
admiration,1,1,0.000546054731318,0.00466550441666,0.994788440852
belittle,-1,-1,0.993255701078,0.0026871420429,0.00405715687924
cram,-1,-1,0.607046992686,0.258819812012,0.134133195302
collard,0,0,4.01211727108e-05,0.993390243019,0.00656963580854
pecan,0,0,1.61153627174e-06,0.998658219968,0.00134016849542
masterful,1,1,2.06304978894e-06,1.10899469507e-06,0.999996827956
great,0,1,0.00208390581498,0.0199707732719,0.977945320913
cook,0,0,0.000114842953866,0.988056926985,0.0118282300608
souffle,0,0,0.000782634787847,0.96775125238,0.0314661128325
